Property_Type,Location,Price,Price_Currency,Total_Area_m2,Covered_Area_m2,Room_number,Bathroom_number,Expenses,Expenses_Currency
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",88000,USD,71,45, 2, 1,4500,ARS
Departamento,"Ayres Lofts, Pilar, Buenos Aires",125000,USD,85,60, 2, 1,20000,ARS
Departamento,"Mendoza, Capital, Mendoza",65000,USD,68,65, 4, 1,14000,ARS
Departamento,"Cordoba, Capital,",19900,USD,80,40, 5, 1,1000,ARS
Departamento,"Guemes, Cordoba, Capital,",36900,USD,35,35, 2, 1,5000,ARS
Departamento,"Villa Devoto, Capital Federal",165000,USD,88.35,52.25, 2, 1,N/A,N/A
Departamento,"Ituzaingo, Ituzaingo, Buenos Aires",155000,USD,107,100, 2, 1,7000,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",85000,USD,60,56, 3, 1,8000,ARS
Departamento,"Barracas, Capital Federal",47400,USD,27.4,25.3, 1, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",95000,USD,35.92,32.24, 1, 1,N/A,N/A
Departamento,"Recoleta, Capital Federal",93500,USD,34.8,33.3, 1, 1,N/A,N/A
Departamento,"Belgrano R, Belgrano, Capital Federal",238000,USD,100,90, 3, 2,20000,ARS
Departamento,"Campus Vista, Pilar, Pilar, Buenos Aires",269900,USD,210,210, 4, 2,30000,ARS
Departamento,"Puerto Madero, Capital Federal",168000,USD,55,50, 2, 1,20000,ARS
Departamento,"Nueva Pompeya, Capital Federal",79000,USD,55.54,51.85, 4, 1,7000,ARS
Departamento,"Belgrano, Capital Federal",134000,USD,53.78,47.01, 2, 1,N/A,N/A
Departamento,"Palermo Hollywood, Palermo, Capital Federal",90000,USD,49,41.5, 1, 1,N/A,N/A
Departamento,"Caballito Sur, Caballito, Capital Federal",105040,USD,54.04,45.25, 2, 1,N/A,N/A
Departamento,"San Isidro, San Isidro, Buenos Aires",72900,USD,40.94,39.35, 3, 1,N/A,N/A
Departamento,"La Paternal, Capital Federal",63000,USD,28,28, 1, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",89000,USD,55.95,48.25, 2, 1,N/A,N/A
Departamento,"La Paternal, Capital Federal",137000,USD,73,63, 3, 1,N/A,N/A
Departamento,"La Paternal, Capital Federal",61000,USD,28,28, 1, 1,N/A,N/A
Departamento,"Villa Ballester, General San Martin, Buenos Aires",54900,USD,50,45, 2, 1,2500,ARS
Departamento,"Roma, Santa Fe, Santa Fe Capital, Santa Fe",32000,USD,79.68,57.44, 3, 1,N/A,N/A
Departamento,"El Palomar, Moron, Buenos Aires",49000,USD,33,30, 1, 1,3947,ARS
Departamento,"Belgrano R, Belgrano, Capital Federal",130000,USD,61.7,59.28, 3, 1,8500,ARS
Departamento,"Villa Urquiza, Capital Federal",70050,USD,30.15,27, 1, 1,N/A,N/A
Departamento,"Centro, Rosario, Rosario, Santa Fe",78000,USD,73,58, 4, 1,3000,ARS
Departamento,Capital Federal,179000,USD,77,60, 3, 2,15000,ARS
Departamento,"Monserrat, Capital Federal",57000,USD,25,22, 1, 1,5000,ARS
Departamento,"Villa Luzuriaga, La Matanza, Buenos Aires",67900,USD,74,71, 3, 1,N/A,N/A
Departamento,"Nueva Cordoba, Cordoba, Capital,",57900,USD,120,60, 2, 1,N/A,N/A
Departamento,"Cofico, Cordoba, Capital,",28000,USD,36,36, 3, 1,6000,ARS
Departamento,"Pichincha, Rosario, Rosario, Santa Fe",55000,USD,36,35, 2, 1,4500,ARS
Departamento,"Villa Crespo, Capital Federal",79000,USD,34,31, 1, 1,6700,ARS
Departamento,"Colegiales, Capital Federal",90000,USD,47,45, 3, 1,9900,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",199000,USD,78.34,75.69, 4, 2,27100,ARS
Departamento,"Belgrano, Capital Federal",140000,USD,45.78,40.46, 2, 1,12000,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",120000,USD,54.56,54.56, 3, 1,2500,ARS
Departamento,"La Plata, La Plata, Buenos Aires",65000,USD,58,52, 2, 1,3000,ARS
Departamento,"Alberdi, Cordoba, Capital,",76000,USD,80,43, 3, 1,8000,ARS
Departamento,"Tortuguitas, Malvinas Argentinas, Buenos Aires",26000,USD,40,35, 2, 1,N/A,N/A
Departamento,"Bahia Blanca, Bahia Blanca, Buenos Aires",74000,USD,93.65,93.65, 3, 2,N/A,N/A
Departamento,"Moron, Moron, Buenos Aires",48500,USD,46.59,40.03, 2, 1,N/A,N/A
Departamento,"La Paternal, Capital Federal",160000,USD,96,76, 2, 1,N/A,N/A
Departamento,"Nueva Cordoba, Cordoba, Capital,",105000,USD,53,48, 4, 1,10000,ARS
Departamento,"Nueva Cordoba, Cordoba, Capital,",100150,USD,49,37, 4, 1,10000,ARS
Departamento,"Recoleta, Capital Federal",185000,USD,93.98,93.98, 3, 1,26000,ARS
Departamento,"Moron, Moron, Buenos Aires",50500,USD,46.59,40.03, 2, 1,N/A,N/A
Departamento,"Parque Chas, Capital Federal",87000,USD,37.35,35.82, 2, 1,8000,ARS
Departamento,"Moron, Moron, Buenos Aires",50500,USD,47.33,40.1, 2, 1,N/A,N/A
Departamento,"Villa Ortuzar, Capital Federal",77000,USD,47.25,36.47, 2, 1,7000,ARS
Departamento,"Almagro, Capital Federal",70000,USD,41.77,39, 1, 1,3000,ARS
Departamento,"General San Martin, General San Martin, Buenos Aires",60000,USD,40.5,35, 2, 1,N/A,N/A
Departamento,"Villa Crespo, Capital Federal",150000,USD,94,82, 4, 2,20000,ARS
Departamento,"Belgrano, Capital Federal",160000,USD,92.62,71.62, 3, 1,14000,ARS
Departamento,"Lanus, Lanus, Buenos Aires",52000,USD,43.62,39.57, 2, 1,5500,ARS
Departamento,,72000,USD,47,39, 3, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",65000,USD,39.12,39.12, 1, 1,16600,ARS
Departamento,"Moron, Moron, Buenos Aires",51500,USD,49.38,45.88, 2, 1,N/A,N/A
Departamento,"Quilmes, Quilmes, Buenos Aires",79000,USD,62,49, 2, 1,6000,ARS
Departamento,"Moron, Moron, Buenos Aires",39700,USD,38.69,35.61, 1, 1,N/A,N/A
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",415000,USD,153,137, 5, 3,45000,ARS
Departamento,"Hurlingham, Hurlingham, Buenos Aires",59000,USD,118.26,88.26, 4, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",245000,USD,115,90, 4, 2,33000,ARS
Departamento,"General San Martin, General San Martin, Buenos Aires",48000,USD,40.5,35, 2, 1,N/A,N/A
Departamento,"Pichincha, Rosario, Rosario, Santa Fe",56000,USD,45,34, 2, 1,1800,ARS
Departamento,"Almagro, Capital Federal",45000,USD,30,29, 2, 1,8000,ARS
Departamento,"San Miguel, San Miguel, Buenos Aires",50000,USD,38,38, 1, 1,4000,ARS
Departamento,Nordelta,125000,USD,69,60, 3, 1,24000,ARS
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza  Solicitar precio 38",Solicitar,precio,38,38, 2, 1,N/A,N/A
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza  Solicitar precio 38",Solicitar,precio,38,38, 2, 1,N/A,N/A
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza  Solicitar precio 38",Solicitar,precio,38,38, 2, 1,N/A,N/A
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza  Solicitar precio 38",Solicitar,precio,38,38, 2, 1,N/A,N/A
Departamento,"San Isidro, San Isidro, Buenos Aires",128000,USD,43,41, 2, 1,3500,ARS
Departamento,"Caballito, Capital Federal",159900,USD,87,82, 4, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",40000,USD,43,39, 3, 1,N/A,N/A
Departamento,"Echesortu, Rosario, Rosario, Santa Fe",50000,USD,54.3,51.21, 4, 1,3200,ARS
Departamento,"Monte Castro, Capital Federal",150000,USD,72,65, 3, 2,22000,ARS
Departamento,"Villa Del Parque, Capital Federal",105000,USD,67.5,57, 3, 1,6500,ARS
Departamento,Las,219900,USD,90,78, 4, 3,22000,ARS
Departamento,"Boedo, Capital Federal",187000,USD,84.4,80.36, 3, 2,N/A,N/A
Departamento,"Palermo, Capital Federal",290000,USD,144,144, 6, 4,14000,ARS
Departamento,Capital Federal,175000,USD,67,56, 3, 1,8000,ARS
Departamento,Capital Federal,89000,USD,73,73, 3, 1,12000,ARS
Departamento,Capital Federal,79000,USD,34.6,31.4, 1, 1,N/A,N/A
Departamento,"Puerto Madero, Capital Federal",650000,USD,114,80, 2, 1,N/A,N/A
Departamento,"Berazategui, Berazategui, Buenos Aires",31000,USD,48,48, 3, 1,2000,ARS
Departamento,"Boedo, Capital Federal",91500,USD,42,39, 1, 1,N/A,N/A
Departamento,"San Justo, La Matanza, Buenos Aires",50000,USD,42,40, 2, 1,N/A,N/A
Departamento,"Villa Ballester, General San Martin, Buenos Aires",84999,USD,75,70, 3, 1,2500,ARS
Departamento,"Bernal Este, Quilmes, Buenos Aires",89000,USD,164,82, 3, 1,N/A,N/A
Departamento,"Benavidez, Tigre, Buenos Aires",222000,USD,101,92, 4, 2,29000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",149900,USD,120,120, 5, 3,5000,ARS
Departamento,"Villa Ballester, General San Martin, Buenos Aires",54999,USD,50,45, 2, 1,2500,ARS
Departamento,"San Isidro, San Isidro, Buenos Aires",299000,USD,131,123, 4, 2,11780,ARS
Departamento,"Palermo Viejo, Palermo, Capital Federal",175000,USD,63.52,63.52, 3, 1,N/A,N/A
Departamento,"Flores, Capital Federal  Solicitar precio",Solicitar,precio,116,108, 4, 1,20000,ARS
Departamento,"Maipu, Maipu, Maipu, Mendoza",27500,USD,80,65, 4, 1,N/A,N/A
Departamento,"Maipu, Maipu, Maipu, Mendoza",25500,USD,80,65, 4, 1,N/A,N/A
Departamento,"Moron, Moron, Buenos Aires",89400,USD,85.8,76.78, 3, 2,N/A,N/A
Departamento,"Villa Celina, La Matanza, Buenos Aires",37500,USD,40,40, 4, 1,2600,ARS
Departamento,"Retiro, Capital Federal",70000,USD,60,60, 3, 1,15800,ARS
Departamento,"Moron, Moron, Buenos Aires",40700,USD,38.69,35.61, 1, 1,N/A,N/A
Departamento,Villa Saenz,89300,USD,78.05,51.5, 2, 1,N/A,N/A
Departamento,Villa Saenz,84800,USD,78.05,51.5, 2, 1,N/A,N/A
Departamento,"Centro, Rosario, Rosario, Santa Fe",36000,USD,40.5,40.5, 3, 1,4000,ARS
Departamento,"Abasto, Rosario, Rosario, Santa Fe",53000,USD,41,38, 2, 1,5000,ARS
Departamento,"Liniers, Capital Federal",85000,USD,154,77, 4, 1,12000,ARS
Departamento,"Palermo, Capital Federal",1500000,USD,175,140, 3, 2,75000,ARS
Departamento,"Crucesita, Avellaneda, Buenos Aires",61000,USD,32.12,32.12, 2, 1,3300,ARS
Departamento,"Villa Santos Tesei, Hurlingham, Buenos Aires",46400,USD,47.56,47.56, 2, 1,N/A,N/A
Departamento,Capital Federal,108000,USD,48,45, 2, 1,14200,ARS
Departamento,"Pichincha, Rosario, Rosario, Santa Fe  Solicitar precio 260",Solicitar,precio,260,165, 5, 3,N/A,N/A
Departamento,"Barrio Norte, Capital Federal",285000,USD,124,110, 4, 2,14000,ARS
Departamento,"Balvanera, Capital Federal",74990,USD,45,38, 2, 1,8000,ARS
Departamento,"San Fernando, San Fernando, Buenos Aires",69500,USD,70,65, 3, 1,2000,ARS
Departamento,"Mar Del Plata, General Pueyrredon, Buenos Aires",159000,USD,68.38,53.36, 3, 1,7000,ARS
Departamento,Villa Saenz,105000,USD,92.75,76.55, 3, 2,N/A,N/A
Departamento,Villa Saenz,65600,USD,55.61,46.16, 2, 1,N/A,N/A
Departamento,San,39900,USD,28.88,22.51, 1, 1,15900,ARS
Departamento,"Palermo, Capital Federal",140000,USD,67,63, 4, 1,14000,ARS
Departamento,"Villa Santos Tesei, Hurlingham, Buenos Aires",43200,USD,40.07,36.75, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",115598,USD,50.26,46.52, 2, 1,N/A,N/A
Departamento,"Villa Santos Tesei, Hurlingham, Buenos Aires",76000,USD,75.37,69.07, 3, 2,N/A,N/A
Departamento,"Villa Santos Tesei, Hurlingham, Buenos Aires",50400,USD,53.39,47.09, 2, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",170000,USD,101,98, 3, 1,9800,ARS
Departamento,"Balvanera, Capital Federal",117000,USD,77.75,74, 3, 1,1,ARS
Departamento,"Lomas Del Mirador, La Matanza, Buenos Aires",47000,USD,64.35,28.72, 1, 1,2000,ARS
Departamento,"Almagro, Capital Federal",195000,USD,77,72, 4, 2,21000,ARS
Departamento,"Belgrano R, Belgrano, Capital Federal",82000,USD,39,38, 2, 1,15000,ARS
Departamento,"Villa Crespo, Capital Federal",140000,USD,87,74, 3, 1,N/A,N/A
Departamento,"Villa Crespo, Capital Federal",70000,USD,44,40, 2, 1,N/A,N/A
Departamento,"Villa Del Parque, Capital Federal",149900,USD,95.46,86.37, 4, 1,30000,ARS
Departamento,"Avellaneda, Avellaneda, Buenos Aires",298000,USD,128.09,106.77, 4, 2,14000,ARS
Departamento,"Floresta, Capital Federal",150000,USD,90,86.24, 4, 1,16000,ARS
Departamento,"Palermo, Capital Federal",49500,USD,20,20, 1, 1,5500,ARS
Departamento,"Sep, Cordoba, Capital,",18500,USD,100,63, 4, 1,N/A,N/A
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",139900,USD,64.89,52.58, 3, 1,10000,ARS
Departamento,"Barracas, Capital Federal",163000,USD,123.48,73, 1, 1,N/A,N/A
Departamento,"Barracas, Capital Federal",229000,USD,100,92, 3, 1,N/A,N/A
Departamento,"Avellaneda, Avellaneda, Buenos Aires",85000,USD,75,75, 3, 1,8000,ARS
Departamento,"Caballito, Capital Federal",159990,USD,81.95,72, 3, 2,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",69000,USD,45,42, 2, 1,2500,ARS
Departamento,"Monte Castro, Capital Federal",84900,USD,45.57,42.95, 2, 1,6000,ARS
Departamento,"Villa Lugano, Capital Federal",59900,USD,59,58, 4, 1,N/A,N/A
Departamento,"Floresta, Capital Federal",109900,USD,70,68, 4, 2,17000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe  Solicitar precio",Solicitar,precio,100.19,96.53, 3, 2,N/A,N/A
Departamento,"Belgrano, Capital Federal",360000,USD,191.8,174.21, 4, 2,N/A,N/A
Departamento,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",89000,USD,52.49,46.96, 2, 1,7000,ARS
Departamento,"Lujan De Cuyo, Lujan De Cuyo, Mendoza  Solicitar precio 170",Solicitar,precio,170,90, 4, 2,N/A,N/A
Departamento,"Recoleta, Capital Federal",169900,USD,48,42, 2, 1,12500,ARS
Departamento,"Manuel Alberti, Pilar, Buenos Aires",74900,USD,59,50, 2, 1,21000,ARS
Departamento,"Cordoba, Capital,",114131,USD,75,75, 2, 1,N/A,N/A
Departamento,"Manuel Alberti, Pilar, Buenos Aires",74900,USD,59,50, 2, 1,21000,ARS
Departamento,"San Cristobal, Capital Federal",62000,USD,35.4,35.4, 1, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",80000,USD,45.8,45.8, 1, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",100000,USD,62.6,54.8, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",68000,USD,41.2,34.6, 1, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",103000,USD,62.6,54.8, 2, 1,N/A,N/A
Departamento,"Abasto, Rosario, Rosario, Santa Fe",72000,USD,61,52, 2, 1,N/A,N/A
Departamento,"Recoleta, Capital Federal",52500,USD,22,22, 1, 1,5400,ARS
Departamento,"Villa Del Parque, Capital Federal",299000,USD,172,165, 6, 2,N/A,N/A
Departamento,"Candioti, Santa Fe, Santa Fe Capital, Santa Fe",68000,USD,45.5,43, 2, 1,2500,ARS
Departamento,"Cordoba, Capital,",56000,USD,73,73, 3, 1,18165,ARS
Departamento,"Abasto, Rosario, Rosario, Santa Fe",74900,USD,61,52.1, 2, 1,N/A,N/A
Departamento,"Villa Devoto, Capital Federal",66000,USD,40.6,40.6, 2, 1,N/A,N/A
Departamento,"Olivos, Vicente Lopez, Buenos Aires",249000,USD,89.66,81, 4, 1,27600,ARS
Departamento,"Villa Urquiza, Capital Federal",84600,USD,39.5,34.42, 1, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",118000,USD,52.9,47.28, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",125000,USD,60.5,54, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",69500,USD,37.1,30.5, 1, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",76000,USD,41.2,34.6, 1, 1,N/A,N/A
Departamento,"Barrio Norte, Capital Federal",450000,USD,214,204, 6, 4,36000,ARS
Departamento,"San Cristobal, Capital Federal",110000,USD,62.6,54.8, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",69000,USD,41.2,34.6, 1, 1,N/A,N/A
Departamento,"Villa General Mitre, Capital Federal",90000,USD,60.04,57.55, 3, 1,16371,ARS
Departamento,"San Carlos De Bariloche, Bariloche,",105000,USD,64,56, 2, 1,6000,ARS
Departamento,"Cordoba, Capital,",36000,USD,51,51, 2, 1,4600,ARS
Departamento,"Centro, San Carlos De Bariloche, Bariloche,",45000,USD,98,90, 4, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",53000,USD,30,30, 1, 1,10670,ARS
Departamento,"Palermo, Capital Federal",129000,USD,70.82,62.79, 3, 2,14000,ARS
Departamento,"Caballito, Capital Federal",143000,USD,60,55, 3, 1,4300,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",420000,USD,253,200, 5, 3,30000,ARS
Departamento,"Centro, Mar Del Plata, General Pueyrredon, Buenos Aires",51300,USD,29.07,28.25, 2, 1,6000,ARS
Departamento,"Monserrat, Capital Federal",77500,USD,71,55, 3, 1,13000,ARS
Departamento,"San Cristobal, Capital Federal",53900,USD,51,51, 3, 1,3700,ARS
Departamento,"La Perla Sur, Mar Del Plata, General Pueyrredon, Buenos Aires",129000,USD,70,68, 3, 2,30000,ARS
Departamento,"Parque Chacabuco, Capital Federal",81000,USD,54,50, 3, 1,6500,ARS
Departamento,San,55000,USD,49.5,37, 2, 1,9200,ARS
Departamento,"Caballito, Capital Federal",65000,USD,46.38,39.38, 1, 1,15000,ARS
Departamento,"Puerto Madero, Capital Federal",1050000,USD,240,200, 4, 4,145000,ARS
Departamento,"Palermo, Capital Federal",599000,USD,115,113, 3, 2,45000,ARS
Departamento,"Centro, Cordoba, Capital,",50000,USD,65,65, 4, 2,23000,ARS
Departamento,"San Martin, Cordoba, Capital,",28000,USD,38,38, 2, 1,3000,ARS
Departamento,"Parque Patricios, Capital Federal",60000,USD,52.54,48.78, 3, 1,11000,ARS
Departamento,"Centro, Cordoba, Capital,",28900,USD,36,36, 4, 1,4000,ARS
Departamento,"Monte Castro, Capital Federal",55000,USD,30,30, 1, 1,6000,ARS
Departamento,"Caballito, Capital Federal",47000,USD,30,30, 2, 1,5000,ARS
Departamento,"Providencia, Cordoba, Capital,",37000,USD,40,40, 2, 1,5000,ARS
Departamento,"Centro, Mar Del Plata, General Pueyrredon, Buenos Aires",30900,USD,25,25, 1, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",45000,USD,49,49, 3, 1,300,ARS
Departamento,"Balvanera, Capital Federal",215000,USD,195,185, 6, 2,32000,ARS
Departamento,"Flores, Capital Federal",89000,USD,51.25,46.8, 3, 1,11000,ARS
Departamento,"Libertador Gral San Martin, San Martin, Mendoza  Solicitar precio 105",Solicitar,precio,105,90, 4, 1,N/A,N/A
Departamento,"Libertador Gral San Martin, San Martin, Mendoza  Solicitar precio 105",Solicitar,precio,105,90, 4, 1,N/A,N/A
Departamento,"Mataderos, Capital Federal",145000,USD,84,70, 3, 2,N/A,N/A
Departamento,"Mataderos, Capital Federal",165000,USD,94,80, 3, 2,N/A,N/A
Departamento,"San Jose, Mar Del Plata, General Pueyrredon, Buenos Aires",69900,USD,45,42, 2, 1,N/A,N/A
Departamento,"Barrio Norte, Capital Federal",134000,USD,55,55, 3, 1,13000,ARS
Departamento,"Nueva Cordoba, Cordoba, Capital,",49800,USD,42,38, 2, 1,5000,ARS
Departamento,"Saavedra, Capital Federal",175000,USD,94.2,87, 4, 2,23000,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",220000,USD,87.05,75.25, 3, 2,18000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",59000,USD,88.53,69.93, 3, 1,1000,ARS
Departamento,"Varese, Mar Del Plata, General Pueyrredon, Buenos Aires  Solicitar precio 108",Solicitar,precio,108,98, 3, 2,N/A,N/A
Departamento,"Gobernador Benegas, Godoy Cruz, Godoy Cruz, Mendoza",47000,USD,75,61, 3, 1,N/A,N/A
Departamento,"Villa Nueva De Guaymallen, Guaymallen, Mendoza",36000,USD,84.06,62, 3, 1,N/A,N/A
Departamento,"General Paz, Cordoba, Capital,",39999,USD,42,38, 2, 1,6000,ARS
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 58",Solicitar,precio,58,52, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",219000,USD,79.97,72.97, 3, 1,16000,ARS
Departamento,"Palermo Hollywood, Palermo, Capital Federal",136000,USD,68,64, 2, 1,6900,
Departamento,"Liniers, Capital Federal",82000,USD,98,59, 3, 1,500,ARS
Departamento,Capital Federal,260000,USD,90.55,78.95, 3, 2,25000,ARS
Departamento,"Neuquen, Confluencia,",180000,USD,86,79.5, 4, 1,15520,ARS
Departamento,"Neuquen, Confluencia,",50000,USD,39,39, 2, 1,4500,ARS
Departamento,"Centro, San Carlos De Bariloche, Bariloche,",132000,USD,65,65, 3, 2,N/A,N/A
Departamento,"Russell, Maipu, Mendoza",36000,USD,136,96, 2, 2,5000,ARS
Departamento,"Barrancas De Belgrano, Belgrano, Capital Federal",398000,USD,203.45,157.89, 5, 3,42000,ARS
Departamento,"Palermo, Capital Federal",75000,USD,42.65,36, 1, 1,14180,ARS
Departamento,"Caballito, Capital Federal",277000,USD,146.14,141.14, 4, 2,29000,ARS
Departamento,"Liniers, Capital Federal",59000,USD,69,69, 3, 1,10000,ARS
Departamento,"Villa Rosa, Pilar, Buenos Aires",118600,USD,81,64, 2, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",235000,USD,188,140, 4, 2,42000,ARS
Departamento,"Mataderos, Capital Federal",55000,USD,34,31, 1, 1,4000,ARS
Departamento,"Mataderos, Capital Federal",165000,USD,77,72, 3, 1,4000,ARS
Departamento,"Caballito, Capital Federal",90000,USD,54,54, 2, 1,12000,ARS
Departamento,"Boedo, Capital Federal",150000,USD,115,105, 4, 2,11000,ARS
Departamento,"Parque Patricios, Capital Federal",130000,USD,73,68, 3, 1,12000,ARS
Departamento,"Villa Soldati, Capital Federal",85000,USD,58,51, 3, 1,5300,ARS
Departamento,"Boedo, Capital Federal",125000,USD,71,68, 3, 1,20000,ARS
Departamento,"Almagro, Capital Federal",95000,USD,72,58, 3, 1,20000,ARS
Departamento,"Recoleta, Capital Federal",80000,USD,44,41, 2, 1,15000,ARS
Departamento,"San Cristobal, Capital Federal",135000,USD,75,65, 3, 2,11500,ARS
Departamento,"Balvanera, Capital Federal",260000,USD,244,244, 7, 2,9800,ARS
Departamento,"Palermo, Capital Federal",245000,USD,80,78, 3, 2,23000,ARS
Departamento,"Villa Ortuzar, Capital Federal",20950,USD,30,26, 1, 1,N/A,N/A
Departamento,"Flores, Capital Federal",90000,USD,66.78,61.26, 3, 1,11500,ARS
Departamento,"Liniers, Capital Federal",94999,USD,50,43, 3, 1,7000,ARS
Departamento,Capital Federal,45900,USD,33,33, 2, 1,4500,ARS
Departamento,"Balvanera, Capital Federal",150000,USD,92,82, 4, 1,11500,ARS
Departamento,"Mataderos, Capital Federal",105000,USD,85,60, 4, 1,N/A,N/A
Departamento,"Palermo Chico, Palermo, Capital Federal",799000,USD,196,193, 5, 2,112000,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",78000,USD,50,50, 2, 1,N/A,N/A
Departamento,"Monte Castro, Capital Federal",75000,USD,34,34, 2, 1,7000,ARS
Departamento,Capital Federal,69000,USD,64,64, 3, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",63000,USD,37.4,30.66, 2, 1,9585,ARS
Departamento,"Belgrano, Capital Federal",215000,USD,100,91, 4, 1,22000,ARS
Departamento,"Haras Del Sur Iii, Coronel Brandsen, Coronel Brandsen, Buenos Aires",115000,USD,178,68, 2, 1,18000,ARS
Departamento,"Martinez, San Isidro, Buenos Aires",140000,USD,51,49, 3, 1,18000,ARS
Departamento,"Neuquen, Confluencia,",62000,USD,73,73, 3, 1,1500,ARS
Departamento,"San Martin De Los Andes, Lacar,",180000,USD,131.62,82.71, 2, 1,100,ARS
Departamento,"Colegiales, Capital Federal",86000,USD,32.8,28.8, 1, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",114000,USD,51.3,34.6, 1, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",86500,USD,31.8,26.7, 1, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",124800,USD,45.5,45.5, 2, 1,N/A,N/A
Departamento,"Parque Patricios, Capital Federal",89000,USD,53,49.3, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",139000,USD,70.98,62.81, 4, 1,12000,ARS
Departamento,"Villa Crespo, Capital Federal",55000,USD,30,30, 1, 1,7755,ARS
Departamento,Capital Federal,165000,USD,84,80, 4, 2,22000,ARS
Departamento,"Villa Del Parque, Capital Federal",87062,USD,49.75,42.2, 1, 1,6000,ARS
Departamento,"San Cristobal, Capital Federal",140000,USD,84.5,68, 3, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",120000,USD,73,68, 3, 1,N/A,N/A
Departamento,"Flores, Capital Federal",139900,USD,91,77, 4, 1,10500,ARS
Departamento,"San Cristobal, Capital Federal",130000,USD,70,64, 3, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",130000,USD,70,64, 3, 1,N/A,N/A
Departamento,"Almagro, Capital Federal",40000,USD,50,50, 2, 1,8000,ARS
Departamento,"San Cristobal, Capital Federal",110000,USD,63,55, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",145000,USD,70,64, 3, 1,N/A,N/A
Departamento,"Flores, Capital Federal",124000,USD,70,67, 4, 1,33000,ARS
Departamento,"Floresta, Capital Federal",85000,USD,58,54, 3, 1,7500,ARS
Departamento,"Balvanera, Capital Federal",42000,USD,44,44, 3, 1,7000,ARS
Departamento,"Villa Del Parque, Capital Federal",70000,USD,32.56,29.96, 1, 1,5820,ARS
Departamento,"Cipolletti, General Roca,",120000,USD,97,83, 3, 2,N/A,N/A
Departamento,"Belgrano R, Belgrano, Capital Federal",280000,USD,107,82, 4, 2,N/A,N/A
Departamento,"Villa Crespo, Capital Federal",110000,USD,84,80, 3, 1,15000,ARS
Departamento,"Caballito, Capital Federal",292000,USD,150,110, 4, 3,35000,ARS
Departamento,"Caballito, Capital Federal",114000,USD,47,42, 2, 1,3900,ARS
Departamento,Villa Saenz,78300,USD,79.13,52.58, 2, 1,N/A,N/A
Departamento,"Moron, Moron, Buenos Aires",53400,USD,47.97,42.43, 2, 1,N/A,N/A
Departamento,"Villa Santos Tesei, Hurlingham, Buenos Aires",46400,USD,47.56,47.56, 2, 1,N/A,N/A
Departamento,Villa Saenz,49600,USD,41.02,34.83, 1, 1,N/A,N/A
