Property_Type,Location,Price,Price_Currency,Total_Area_m2,Covered_Area_m2,Room_number,Bathroom_number,Expenses,Expenses_Currency
Departamento,"Caballito, Capital Federal",290000,USD,115,115, 1, 2,12000,ARS
Departamento,"Flores, Capital Federal",150000,USD,69.08,60.13, 4, 1,16000,ARS
Departamento,Capital Federal,39000,USD,36.3,36.3, 1, 1,4100,ARS
Departamento,"Belgrano, Capital Federal",275000,USD,134,124, 5, 2,26900,ARS
Departamento,"Caballito, Capital Federal",172000,USD,71,66.5, 3, 2,12000,ARS
Departamento,"Mendoza, Capital, Mendoza",85000,USD,123,111, 2, 2,N/A,N/A
Departamento,"Caballito, Capital Federal",188000,USD,67,50, 2, 1,12000,ARS
Departamento,"Chacarita, Capital Federal",99000,USD,56,49, 2, 1,N/A,N/A
Departamento,"Villa Crespo, Capital Federal",277000,USD,197,197, 4, 2,25000,ARS
Departamento,"Cofico, Cordoba, Capital,",47900,USD,52,45, 4, 1,3000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",217000,USD,117,101, 5, 2,N/A,N/A
Departamento,"Centro, Rosario, Rosario, Santa Fe",80000,USD,48,44, 2, 1,5500,ARS
Departamento,"Villa Lynch, General San Martin, Buenos Aires",50000,USD,64,64, 3, 1,10000,ARS
Departamento,"Zona Centro, Salta, Capital, Salta",72000,USD,52.46,46.69, 2, 1,7000,ARS
Departamento,"Villa Del Parque, Capital Federal",120000,USD,76,72, 3, 1,N/A,N/A
Departamento,"Saavedra, Capital Federal",139500,USD,56.8,51.15, 2, 1,10000,ARS
Departamento,"San Telmo, Capital Federal",97000,USD,51,47, 2, 1,17000,ARS
Departamento,"Pichincha, Rosario, Rosario, Santa Fe  Solicitar precio",Solicitar,precio,106.94,83.41, 3, 2,N/A,N/A
Departamento,"Parque Patricios, Capital Federal",68000,USD,67,62, 3, 1,4000,ARS
Departamento,"San Jose, Mar Del Plata, General Pueyrredon, Buenos Aires",59900,USD,60.65,59.22, 3, 1,3000,ARS
Departamento,Villa,60000,USD,47,42, 2, 1,N/A,N/A
Departamento,San,Solicitar,precio,46.87,44.76, 2, 1,3800,ARS
Departamento,"Palermo, Capital Federal",460000,USD,107.6,76.75, 2, 1,16000,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",50000,USD,34,30, 1, 1,N/A,N/A
Departamento,"Monserrat, Capital Federal",39900,USD,37.25,34, 2, 1,8700,ARS
Departamento,"Parque Patricios, Capital Federal",45000,USD,37,37, 2, 1,8000,ARS
Departamento,"Quilmes, Quilmes, Buenos Aires",135000,USD,71,65, 3, 1,N/A,N/A
Departamento,"Villa Luro, Capital Federal",66900,USD,54,53, 3, 1,5000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",49000,USD,49,49, 3, 1,4000,ARS
Departamento,"Palermo, Capital Federal",280000,USD,120.77,110.77, 3, 2,30000,ARS
Departamento,"Balvanera, Capital Federal",200000,USD,128.4,125, 5, 1,7000,ARS
Departamento,"Neuquen, Confluencia,",60000,USD,28,28, 1, 1,N/A,N/A
Departamento,"Florida, Vicente Lopez, Buenos Aires",85000,USD,34.41,33.12, 2, 1,5000,ARS
Departamento,"Moron, Moron, Buenos Aires",49900,USD,37,35, 2, 1,4000,ARS
Departamento,"Luis Agote, Rosario, Rosario, Santa Fe",51000,USD,45.5,42, 2, 1,5000,ARS
Departamento,"Villa Hipodromo, Godoy Cruz, Mendoza  Solicitar precio",Solicitar,precio,110,90, 4, 2,2500,ARS
Departamento,"Flores, Capital Federal",109900,USD,68,59, 3, 1,9000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",100000,USD,63.69,60.22, 4, 1,4000,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",79500,USD,46.55,40.74, 2, 1,7000,ARS
Departamento,"Victoria, San Fernando, Buenos Aires",92000,USD,45,41, 2, 1,4000,ARS
Departamento,"Palmas Del Sol, Pilar, Buenos Aires",170000,USD,204.5,76, 3, 1,32400,ARS
Departamento,"Recoleta, Capital Federal",90000,USD,49.08,45.65, 3, 1,10393,ARS
Departamento,"Luzuriaga, Maipu, Mendoza",60000,USD,72.5,63.5, 3, 1,N/A,N/A
Departamento,Capital Federal,229500,USD,103.7,94.3, 4, 2,29000,ARS
Departamento,"San Jose, Mar Del Plata, General Pueyrredon, Buenos Aires",59900,USD,60,58, 3, 1,4500,ARS
Departamento,"Belgrano, Capital Federal",330000,USD,145.69,112.79, 4, 2,29600,ARS
Departamento,"Caballito, Capital Federal",304999,USD,136.58,122.35, 5, 2,51466,ARS
Departamento,"Belgrano, Capital Federal",1850000,USD,333.91,267, 5, 4,66000,ARS
Departamento,"Recoleta, Capital Federal",120000,USD,42.95,42.95, 2, 1,12000,ARS
Departamento,"Belgrano, Capital Federal",109900,USD,42.84,40.13, 2, 1,12200,ARS
Departamento,"Villa Sarmiento, Moron, Buenos Aires",99900,USD,49,44, 2, 1,N/A,N/A
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",490000,USD,135.03,123.22, 3, 2,64109,ARS
Departamento,"Colegiales, Capital Federal",119900,USD,57.15,54.84, 3, 1,5248,ARS
Departamento,"Parque Avellaneda, Capital Federal",59900,USD,41.83,36.6, 2, 1,16290,ARS
Departamento,"Balvanera, Capital Federal",44000,USD,28,28, 1, 1,8400,ARS
Departamento,"Palermo Hollywood, Palermo, Capital Federal  Solicitar precio",Solicitar,precio,41.33,30.7, 1, 1,8000,ARS
Departamento,Capital Federal,186160,USD,80,70, 3, 2,N/A,N/A
Departamento,Capital Federal,191840,USD,80,70, 3, 2,N/A,N/A
Departamento,Capital Federal,168750,USD,80,70, 3, 2,N/A,N/A
Departamento,"Tablada, La Matanza, Buenos Aires",46500,USD,40,36, 2, 1,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",41400,USD,28.55,26, 1, 1,1300,ARS
Departamento,"Zona Centro, Salta, Capital, Salta",60000,USD,67,60, 3, 1,5000,ARS
Departamento,Capital Federal,194640,USD,80,70, 3, 2,N/A,N/A
Departamento,"Coronel Dorrego, Guaymallen, Mendoza",53000,USD,72,60, 3, 1,N/A,N/A
Departamento,"Lanus Oeste, Lanus, Lanus, Buenos Aires  Solicitar precio",Solicitar,precio,68.86,53.36, 2, 1,N/A,N/A
Departamento,"Once, Capital Federal",37000,USD,23.08,23.08, 1, 1,1000,ARS
Departamento,Capital Federal,90000,USD,48.28,29.74, 1, 1,6500,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",180000,USD,107.62,85.08, 3, 2,N/A,N/A
Departamento,"Chacarita, Capital Federal",230000,USD,100,86, 4, 2,45000,ARS
Departamento,"Loma Hermosa, Tres De Febrero, Buenos Aires",40000,USD,80,65, 3, 1,700,ARS
Departamento,"Villa Sarmiento, Moron, Buenos Aires",110000,USD,45,41, 2, 1,15000,ARS
Departamento,"Caseros, Tres De Febrero, Buenos Aires",40000,USD,39.48,35.89, 2, 1,N/A,N/A
Departamento,Capital Federal,89000,USD,44.5,39, 2, 1,1,ARS
Departamento,"Mendoza, Capital, Mendoza",120000,USD,145,130, 6, 3,7000,ARS
Departamento,"Godoy Cruz, Godoy Cruz, Godoy Cruz, Mendoza",26000,USD,33,33, 2, 1,500,ARS
Departamento,"El Palomar, Moron, Buenos Aires",41000,USD,34.2,30.52, 1, 1,N/A,N/A
Departamento,"Lujan De Cuyo, Lujan De Cuyo, Mendoza",52000,USD,77.5,70.3, 3, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",115000,USD,29.78,29.78, 1, 1,N/A,N/A
Departamento,"Martin, Rosario, Rosario, Santa Fe",35000,USD,44.41,44.41, 4, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",179000,USD,106,81, 4, 1,19000,ARS
Departamento,"Capitan Bermudez, San Lorenzo, Santa Fe",40000,USD,59,59, 3, 1,2200,ARS
Departamento,"Recoleta, Capital Federal",95000,USD,46.27,46, 2, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",36500,USD,37.74,32.18, 1, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",115500,USD,45,37, 2, 1,1,ARS
Departamento,"Palermo, Capital Federal",189000,USD,95,70.5, 3, 2,1,ARS
Departamento,"Palermo, Capital Federal",62500,USD,25.5,22.5, 1, 1,1,ARS
Departamento,"Alberdi, Rosario, Rosario, Santa Fe",1354656,USD,96,96, 4, 2,N/A,N/A
Departamento,"Rosario, Rosario, Santa Fe",35000,USD,71,67, 3, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",49900,USD,22,22, 1, 1,6050,ARS
Departamento,"La Plata, La Plata, Buenos Aires",220000,USD,181,160, 5, 2,10000,ARS
Departamento,"Balvanera, Capital Federal",120000,USD,85,76.14, 4, 2,15000,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",400000,USD,99,86, 3, 2,17000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",45000,USD,55,55, 2, 1,2500,ARS
Departamento,"Villa Urquiza, Capital Federal",84900,USD,54,54, 3, 1,2900,ARS
Departamento,Capital Federal,245700,USD,90,82, 4, 1,1,ARS
Departamento,"Coronel Dorrego, Guaymallen, Mendoza",58000,USD,72,60, 3, 1,N/A,N/A
Departamento,"Retiro, Capital Federal",290000,USD,130,130, 4, 1,47400,ARS
Departamento,"Coronel Dorrego, Guaymallen, Mendoza",63000,USD,82,70, 3, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",93000,USD,49.11,49.11, 2, 1,8500,ARS
Departamento,"Bahia Blanca, Bahia Blanca, Buenos Aires",35000,USD,55,55, 2, 1,N/A,N/A
Departamento,"Neuquen, Confluencia,",88000,USD,69,69, 4, 1,N/A,N/A
Departamento,"Posadas, Capital, Misiones",75000,USD,47,45, 2, 1,10000,ARS
Departamento,"Coghlan, Capital Federal",61483,USD,57.35,42.6, 2, 1,N/A,N/A
Departamento,"Coghlan, Capital Federal",40000,USD,52.2,37.5, 1, 1,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",74900,USD,57,50, 2, 1,6200,ARS
Departamento,"Avellaneda, Avellaneda, Buenos Aires",32600,USD,29,19, 1, 1,1500,ARS
Departamento,"Avellaneda, Avellaneda, Buenos Aires",31500,USD,27,25, 1, 1,1500,ARS
Departamento,"Carapachay, Vicente Lopez, Buenos Aires",159000,USD,104,72, 4, 2,N/A,N/A
Departamento,"Almagro, Capital Federal",119900,USD,48.27,43.94, 2, 1,20000,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",45000,USD,62.57,58.27, 1, 1,1,ARS
Departamento,"Mendoza, Capital, Mendoza",45000,USD,84,68, 3, 1,6000,ARS
Departamento,"Belgrano, Capital Federal",119900,USD,59,59, 3, 1,22900,ARS
Departamento,"La Plata, La Plata, Buenos Aires  Solicitar precio",Solicitar,precio,37.2,34, 1, 1,5000,ARS
Departamento,"City Bell, La Plata, Buenos Aires",285000,USD,93.9,76.9, 3, 2,N/A,N/A
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 44",Solicitar,precio,44,44, 2, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",122000,USD,34,30, 2, 1,N/A,N/A
Departamento,"San Isidro, San Isidro, Buenos Aires",129000,USD,79.24,63.24, 3, 1,4000,ARS
Departamento,"Neuquen, Confluencia,",Solicitar,precio,51.9,44.7, 3, 1,N/A,N/A
Departamento,"Luzuriaga, Maipu, Mendoza",35000,USD,87.05,78, 4, 1,N/A,N/A
Departamento,"San Fernando, San Fernando, Buenos Aires",89000,USD,44.74,41.54, 2, 1,N/A,N/A
Departamento,"Barrio Huaico, Salta, Capital, Salta",23000,USD,25,25, 1, 1,800,ARS
Departamento,"Palermo, Capital Federal",88900,USD,45,30, 1, 1,5500,ARS
Departamento,"Rosario, Rosario, Santa Fe",59000,USD,47,40, 2, 1,3000,ARS
Departamento,Capital Federal,60000,USD,45.7,33.5, 2, 1,10000,ARS
Departamento,"Monserrat, Capital Federal",69900,USD,39,36, 1, 1,13000,ARS
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza  Solicitar precio 58",Solicitar,precio,58,58, 2, 1,N/A,N/A
Departamento,"Temperley, Lomas De Zamora, Buenos Aires",145000,USD,68,62, 3, 1,7500,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",75000,USD,52.79,52.79, 3, 1,4000,ARS
Departamento,"Martinez, San Isidro, Buenos Aires",460000,USD,125,107, 2, 1,45000,ARS
Departamento,"Almagro, Capital Federal",85000,USD,45.65,43, 2, 1,6000,
Departamento,"Recoleta, Capital Federal",44000,USD,23,23, 1, 1,4200,ARS
Departamento,"Barrio Norte, Capital Federal",80000,USD,63,54, 3, 1,9000,ARS
Departamento,"Santos Lugares, Tres De Febrero, Buenos Aires",120000,USD,72,72, 3, 2,4000,
Departamento,"Santos Lugares, Tres De Febrero, Buenos Aires",130000,USD,72,72, 3, 2,4000,
Departamento,"Recoleta, Capital Federal",190000,USD,91,82, 4, 2,15000,ARS
Departamento,"Nordelta, Tigre, Buenos Aires",78000,USD,40,40, 1, 1,10000,ARS
Departamento,"Chacarita, Capital Federal",69000,USD,31.95,29.74, 1, 1,9800,ARS
Departamento,"Villa Ballester, General San Martin, Buenos Aires",67000,USD,258.47,160.57, 2, 1,N/A,N/A
Departamento,"Flores, Capital Federal",75600,USD,63,63, 3, 1,13120,ARS
Departamento,"Palermo, Capital Federal",380000,USD,145,137, 4, 3,27000,
Departamento,"Pichincha, Rosario, Rosario, Santa Fe",68000,USD,42.75,39.45, 3, 1,2500,ARS
Departamento,"San Fernando, San Fernando, Buenos Aires",104000,USD,53.25,50.05, 2, 1,N/A,N/A
Departamento,"San Fernando, San Fernando, Buenos Aires",130000,USD,69.57,65, 3, 1,N/A,N/A
Departamento,Zug,164000,USD,105,85, 3, 2,N/A,N/A
Departamento,"San Isidro, San Isidro, Buenos Aires",110000,USD,48,42, 2, 1,7000,ARS
Departamento,"Tigre, Tigre, Buenos Aires",69500,USD,43,39, 1, 1,7000,ARS
Departamento,"Palermo, Capital Federal",145000,USD,78,78, 4, 1,15000,ARS
Departamento,"Pichincha, Rosario, Rosario, Santa Fe  Solicitar precio",Solicitar,precio,124.98,116.82, 4, 2,N/A,N/A
Departamento,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",130000,USD,66,60, 2, 1,N/A,N/A
Departamento,"Valentin Alsina, Lanus, Buenos Aires",210000,USD,152,125, 4, 2,9000,ARS
Departamento,"Lomas De Zamora, Lomas De Zamora, Buenos Aires",53000,USD,33,30, 1, 1,N/A,N/A
Departamento,"Recoleta, Capital Federal",130000,USD,57.82,53.59, 3, 1,21120,ARS
Departamento,"Recoleta, Capital Federal",120000,USD,37.38,37.38, 2, 1,10416,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",45000,USD,29,29, 2, 1,2000,ARS
Departamento,"Banfield, Lomas De Zamora, Buenos Aires",120000,USD,62,56, 3, 1,7000,ARS
Departamento,"Villa Luzuriaga, La Matanza, Buenos Aires",48000,USD,35,35, 2, 1,3500,
Departamento,"La Plata, La Plata, Buenos Aires",89000,USD,92,83, 3, 2,N/A,N/A
Departamento,"Lanus, Lanus, Buenos Aires",195000,USD,96,92, 3, 2,N/A,N/A
Departamento,"Wilde, Avellaneda, Buenos Aires",115000,USD,74,68, 3, 2,N/A,N/A
Departamento,"Balvanera, Capital Federal",48900,USD,37.75,35.86, 1, 1,4500,ARS
Departamento,"La Perla Norte, Mar Del Plata, General Pueyrredon, Buenos Aires",74900,USD,84,68, 3, 1,6000,ARS
Departamento,"Caballito, Capital Federal",240000,USD,73.92,68.78, 3, 2,19442,ARS
Departamento,"Villa Adelina, San Isidro, Buenos Aires",195000,USD,190,125, 6, 2,4400,ARS
Departamento,"Villa Santos Tesei, Hurlingham, Buenos Aires",30000,USD,28,26, 1, 1,1200,ARS
Departamento,"Villa Santos Tesei, Hurlingham, Buenos Aires",30000,USD,28,26, 1, 1,1200,ARS
Departamento,"Almagro, Capital Federal",100000,USD,45,43, 2, 1,6800,ARS
Departamento,"Villa Del Parque, Capital Federal",69000,USD,56,56, 3, 1,4900,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",285000,USD,130,124, 5, 2,N/A,N/A
Departamento,"Belgrano, Capital Federal",200000,USD,96,81.88, 4, 2,16543,ARS
Departamento,"Centro, Mar Del Plata, General Pueyrredon, Buenos Aires",45000,USD,45,45, 3, 1,8900,ARS
Departamento,"City Bell, La Plata, Buenos Aires",270000,USD,106.15,85.25, 3, 2,N/A,N/A
Departamento,"Rincon De Milberg, Tigre, Buenos Aires",125000,USD,53.6,49.8, 2, 1,10000,ARS
Departamento,"Congreso, Capital Federal",49000,USD,35.2,29.33, 2, 1,5000,ARS
Departamento,"Villa Crespo, Capital Federal",99500,USD,67.75,60.81, 3, 1,11700,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",112000,USD,114,62, 3, 1,N/A,N/A
Departamento,"Chacarita, Capital Federal",80380,USD,40.19,34.46, 1, 1,N/A,N/A
Departamento,"Chacarita, Capital Federal",159800,USD,79.9,70.89, 3, 1,N/A,N/A
Departamento,"La Calabria, San Isidro, San Isidro, Buenos Aires",190000,USD,80,72, 3, 2,12000,ARS
Departamento,Centro,60000,USD,27,27, 2, 1,10000,ARS
Departamento,"Villa Urquiza, Capital Federal",78000,USD,44,34, 1, 1,1500,ARS
Departamento,"Flores, Capital Federal",92000,USD,60,60, 3, 1,8000,ARS
Departamento,"Flores, Capital Federal",329000,USD,186,161, 6, 4,20800,ARS
Departamento,"Caballito, Capital Federal",330000,USD,224,212, 7, 3,40000,ARS
Departamento,"San Isidro, San Isidro, Buenos Aires",79999,USD,51,42, 3, 1,12000,ARS
Departamento,"Mendoza, Capital, Mendoza",39800,USD,74,72, 3, 1,3000,ARS
Departamento,"Coronel Dorrego, Guaymallen, Mendoza",25000,USD,41,35, 3, 1,1000,ARS
Departamento,"Alta Cordoba, Cordoba, Capital,",79900,USD,109,79, 5, 2,5000,ARS
Departamento,"Belen De Escobar, Escobar, Buenos Aires",65000,USD,45,41, 2, 1,N/A,N/A
Departamento,"Villa Santa Rita, Capital Federal",57000,USD,47.53,44.54, 3, 1,5000,ARS
Departamento,"Santa Barbara, Benavidez, Tigre, Buenos Aires",139000,USD,144.96,45.63, 2, 1,20000,ARS
Departamento,"Barracas, Capital Federal",370000,USD,129,129, 4, 2,45000,ARS
Departamento,"Floresta, Capital Federal",60000,USD,27.32,25, 1, 1,7000,ARS
Departamento,"Flores, Capital Federal",157900,USD,114.95,108.65, 4, 1,3100,ARS
Departamento,"Nordelta Torres Cristal, Nordelta, Tigre, Buenos Aires",152600,USD,92,60, 2, 1,N/A,N/A
Departamento,"Sur, Santa Fe, Santa Fe Capital, Santa Fe",55000,USD,104.44,73.84, 3, 1,N/A,N/A
Departamento,"Boedo, Capital Federal",137500,USD,60,58, 3, 1,9000,ARS
Departamento,"Monte Castro, Capital Federal",45000,USD,32,30, 1, 1,7000,ARS
Departamento,Las,225000,USD,57,54, 3, 1,9000,ARS
Departamento,"Villa Urquiza, Capital Federal",99990,USD,62.5,44.29, 2, 1,13000,ARS
Departamento,"Flores, Capital Federal",209000,USD,126.56,118.46, 5, 2,13200,ARS
Departamento,"Ciudad Jardin Del Palomar, Tres De Febrero, Buenos Aires",70500,USD,59.38,56.02, 3, 1,4500,ARS
Departamento,"Palermo, Capital Federal",159000,USD,84,78, 3, 1,25000,ARS
Departamento,"Rosario, Rosario, Santa Fe",130000,USD,138.11,117.35, 3, 2,N/A,N/A
Departamento,"Moron, Moron, Buenos Aires",75000,USD,44,40, 2, 1,N/A,N/A
Departamento,Verdi Y,233300,USD,205,100, 3, 2,N/A,N/A
Departamento,"Retiro, Capital Federal",55000,USD,49,44, 2, 1,3000,ARS
Departamento,"Villa Crespo, Capital Federal",88700,USD,53.19,48.8, 3, 1,14000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",47000,USD,47,43, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",136000,USD,92,81, 4, 2,24300,ARS
Departamento,"Saavedra, Capital Federal",64900,USD,53,53, 3, 1,2000,ARS
Departamento,"Colegiales, Capital Federal",120000,USD,61,46, 2, 2,8000,
Departamento,"Colegiales, Capital Federal",123900,USD,52,47, 2, 2,7000,ARS
Departamento,"Recoleta, Capital Federal",79990,USD,36,32, 1, 1,N/A,N/A
Departamento,Capital Federal,79900,USD,33,30, 1, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",86100,USD,32.5,28.7, 1, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",219975,USD,79.2,71.9, 3, 2,N/A,N/A
Departamento,Capital Federal,90000,USD,38,33, 1, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",550000,USD,187,170, 5, 3,70000,ARS
Departamento,"Colegiales, Capital Federal",149625,USD,65.5,57.5, 2, 1,N/A,N/A
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",129000,USD,81,70, 3, 1,N/A,N/A
Departamento,"Ituzaingo, Ituzaingo, Buenos Aires",130000,USD,112.7,72.8, 3, 1,N/A,N/A
Departamento,"Ituzaingo, Ituzaingo, Buenos Aires",155000,USD,162.35,112.2, 4, 2,N/A,N/A
Departamento,"Ituzaingo, Ituzaingo, Buenos Aires",100000,USD,95.05,72.35, 3, 1,N/A,N/A
Departamento,"Rincon De Milberg, Tigre, Buenos Aires",390396,USD,117.41,101.75, 4, 2,N/A,N/A
Departamento,"Rincon De Milberg, Tigre, Buenos Aires",116185,USD,52.2,46.16, 2, 1,N/A,N/A
Departamento,"Haedo, Moron, Buenos Aires",69900,USD,42,39, 1, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",369000,USD,128,119, 4, 3,32000,ARS
Departamento,"Caballito, Capital Federal",115000,USD,62,58, 3, 1,18000,ARS
Departamento,"Villa Martelli, Vicente Lopez, Buenos Aires",105000,USD,65.04,59.76, 4, 1,11500,ARS
Departamento,"Retiro, Capital Federal",64900,USD,42.3,42.3, 2, 1,6900,ARS
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 42",Solicitar,precio,42,42, 2, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",35000,USD,34.5,31.5, 1, 1,N/A,N/A
Departamento,"Rosario, Rosario, Santa Fe",46000,USD,35,35, 2, 1,3000,ARS
Departamento,"Almagro, Capital Federal",110000,USD,57.26,54.8, 3, 1,15000,ARS
Departamento,"Mar Del Plata, General Pueyrredon, Buenos Aires",154000,USD,83.24,77.12, 3, 2,N/A,N/A
Departamento,"Plaza Mitre, Mar Del Plata, General Pueyrredon, Buenos Aires",57600,USD,38.25,34, 1, 1,N/A,N/A
Departamento,"Terminal, Mar Del Plata, General Pueyrredon, Buenos Aires",102800,USD,57.25,51, 2, 1,N/A,N/A
Departamento,"Plaza Mitre, Mar Del Plata, General Pueyrredon, Buenos Aires",89500,USD,57,49, 2, 1,N/A,N/A
Departamento,"Villa Crespo, Capital Federal",112000,USD,69.5,61, 2, 1,1,ARS
Departamento,"Villa Crespo, Capital Federal",139000,USD,89.5,77.5, 3, 1,1,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",329900,USD,90,83, 4, 2,N/A,N/A
Departamento,"Ciudad De Tigre, Tigre, Tigre, Buenos Aires",95000,USD,66.08,49.81, 2, 1,4900,ARS
Departamento,"San Telmo, Capital Federal",119900,USD,61.03,57.77, 3, 1,16749,ARS
Departamento,Las,299000,USD,107.41,88.32, 4, 1,17500,ARS
Departamento,"Beccar, San Isidro, Buenos Aires",125000,USD,63,60, 3, 2,12500,ARS
Departamento,"Palermo, Capital Federal",465000,USD,75.2,71, 3, 2,18000,ARS
Departamento,"Villa Urquiza, Capital Federal",234000,USD,108,86, 4, 1,11000,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",45000,USD,35,35, 2, 1,3000,ARS
Departamento,"Florida, Vicente Lopez, Buenos Aires",105000,USD,43,40, 2, 1,8000,ARS
Departamento,"30 De Octubre, Rafaela, Castellanos, Santa Fe  Solicitar precio",Solicitar,precio,167.02,167.02, 7, 2,15000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",59000,USD,54.94,54.32, 3, 1,7000,ARS
Departamento,"Parque Chas, Capital Federal",79000,USD,40,35, 2, 1,3100,ARS
Departamento,"La Plata, La Plata, Buenos Aires  Solicitar precio 50",Solicitar,precio,50,47, 2, 1,N/A,N/A
Departamento,"General Roca, General Roca,",Solicitar,precio,80,68, 4, 2,500,ARS
Departamento,"General Roca, General Roca,",Solicitar,precio,42,38, 1, 1,500,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",95000,USD,52.01,46.6, 2, 1,6000,ARS
Departamento,Zug,92300,USD,48,44, 2, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",32000,USD,40,35, 1, 1,N/A,N/A
Departamento,Zug,95000,USD,48,44, 2, 1,N/A,N/A
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio",Solicitar,precio,45,45, 3, 1,1500,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",25000,USD,54.96,44.88, 3, 1,800,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio",Solicitar,precio,89,80, 2, 2,8000,ARS
Departamento,"Recoleta, Capital Federal  Solicitar precio",Solicitar,precio,112.12,104.69, 4, 1,N/A,N/A
Departamento,Villa Saenz,104900,USD,73.2,33.2, 1, 1,N/A,N/A
Departamento,"Barracas, Capital Federal",35000,USD,25,25, 1, 1,6000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",74422,USD,42,38, 2, 1,3000,ARS
